https://www.weathergraphics.com/identifiers/,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
StationID,url,name,province,latitude,longitude,elevation,climateid,wmoid,tcid,_Tagz,_Flgz
8201001,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2015-01-30%7C2026-03-25&dlyRange=2015-02-02%7C2026-03-25&mlyRange=%7C&climate_id=8201001&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=182&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,COLLEGEVILLE AUTO, NOVA SCOTIA ,"45°29'28.300"" N","62°00'53.900"" W",69.00 m,8201001,71698,AGL                 ,CAGL                 ,
8202240,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2004-09-24%7C2026-03-25&dlyRange=2018-05-14%7C2026-03-25&mlyRange=%7C&climate_id=8202240&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=369&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,HALIFAX DOCKYARD, NOVA SCOTIA ,"44°39'19.000"" N","63°34'36.000"" W",3.80 m,8202240,71328,AHD                 ,CAHD                 ,
8202252,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2004-09-28%7C2026-03-25&dlyRange=2018-05-14%7C2026-03-25&mlyRange=%7C&climate_id=8202252&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=370&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,HALIFAX KOOTENAY, NOVA SCOTIA ,"44°35'15.500"" N","63°33'03.000"" W",52.00 m,8202252,71326,AHK                 ,CAHK                 ,
830P001,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2004-03-25%7C2026-03-25&dlyRange=2000-07-01%7C2026-03-25&mlyRange=2000-07-01%7C2007-07-01&climate_id=830P001&Prov=PE&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=378&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,HARRINGTON CDA CS, PRINCE EDWARD ISLAND ,"46°20'37.020"" N","63°10'11.050"" W",53.00 m,830P001,71350,AHR                 ,CAHR                 ,
8200828,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2018-09-28%7C2026-03-25&dlyRange=2018-09-27%7C2026-03-25&mlyRange=%7C&climate_id=8200828&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=156&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CHETICAMP HIGHLANDS NATIONAL PARK, NOVA SCOTIA ,"46°39'04.130"" N","60°57'16.790"" W",8.00 m,8200828,73023,AHT                 ,CAHT                 ,
8501915,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2020-09-02%7C2026-03-25&dlyRange=2020-09-02%7C2026-03-25&mlyRange=%7C&climate_id=8501915&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=377&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,HAPPY VALLEY GOOSE BAY, NEWFOUNDLAND AND LABRADOR ,"53°24'23.099"" N","60°33'38.099"" W",38.00 m,8501915,73120,AHV                 ,CAHV                 ,
8202255,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2004-09-24%7C2026-03-25&dlyRange=2018-05-14%7C2026-03-25&mlyRange=%7C&climate_id=8202255&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=373&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,HALIFAX WINDSOR PARK, NOVA SCOTIA ,"44°39'25.000"" N","63°36'32.000"" W",51.00 m,8202255,71327,AHW                 ,CAHW                 ,
8104905,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2022-09-16%7C2026-03-25&dlyRange=2022-09-16%7C2026-03-25&mlyRange=%7C&climate_id=8104905&Prov=NB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=325&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,GARNETT SETTLEMENT, NEW BRUNSWICK ,"45°17'23.622"" N","65°48'49.147"" W",94.30 m,8104905,73038,AJH                 ,CAJH                 ,
8403820,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2008-07-31%7C2026-03-25&dlyRange=2008-12-25%7C2026-03-25&mlyRange=%7C&climate_id=8403820&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=892&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,STEPHENVILLE RCS, NEWFOUNDLAND AND LABRADOR ,"48°33'41.000"" N","58°33'58.000"" W",58.00 m,8403820,71159,AJT                 ,CAJT                 ,
8403603,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2010-08-24%7C2026-03-25&dlyRange=2010-08-24%7C2026-03-25&mlyRange=%7C&climate_id=8403603&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=875&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ST JOHNS WEST CLIMATE, NEWFOUNDLAND AND LABRADOR ,"47°30'48.080"" N","52°47'00.020"" W",110.00 m,8403603,71250,AJW                 ,CAJW                 ,
8102326,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2018-04-06%7C2026-03-25&dlyRange=2016-11-22%7C2026-03-25&mlyRange=%7C&climate_id=8102326&Prov=NB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=474&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,KOUCHIBOUGUAC, NEW BRUNSWICK ,"46°47'21.004"" N","65°00'47.000"" W",21.00 m,8102326,71670,AKC                 ,CAKC                 ,
8402757,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2013-01-21%7C2026-03-25&dlyRange=2013-01-21%7C2026-03-25&mlyRange=%7C&climate_id=8402757&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=584&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,MILLERTOWN RCS, NEWFOUNDLAND AND LABRADOR ,"48°49'00.119"" N","56°32'36.695"" W",203.60 m,8402757,71856,AMR                 ,CAMR                 ,
8102848,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2006-01-23%7C2026-03-25&dlyRange=2006-07-27%7C2026-03-25&mlyRange=2006-08-01%7C2007-07-01&climate_id=8102848&Prov=NB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=575&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,MECHANIC SETTLEMENT, NEW BRUNSWICK ,"45°41'37.040"" N","65°09'54.040"" W",403.00 m,8102848,71787,AMS                 ,CAMS                 ,
8300590,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2013-12-10%7C2026-03-25&dlyRange=1961-06-01%7C2026-03-25&mlyRange=1961-01-01%7C2007-07-01&climate_id=8300590&Prov=PE&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=886&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,STANHOPE, PRINCE EDWARD ISLAND ,"46°24'59.000"" N","63°04'59.000"" W",3.00 m,8300590,,ANH                 ,CANH                 ,
8204020,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2021-09-10%7C2026-03-25&dlyRange=2021-09-10%7C2026-03-25&mlyRange=%7C&climate_id=8204020&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=0&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,AALDERSVILLE, NOVA SCOTIA ,"44°49'36.006"" N","64°30'32.005"" W",237.00 m,8204020,73081,ANR                 ,CANR                 ,
8204193,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2005-12-20%7C2026-03-25&dlyRange=2005-11-01%7C2026-03-25&mlyRange=2005-11-01%7C2007-07-01&climate_id=8204193&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=967&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,UPPER STEWIACKE RCS, NOVA SCOTIA ,"45°13'59.000"" N","63°03'19.000"" W",23.50 m,8204193,71753,AOH                 ,CAOH                 ,
8204190,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2004-09-24%7C2026-03-25&dlyRange=2018-05-14%7C2026-03-25&mlyRange=%7C&climate_id=8204190&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=662&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,OSBORNE HEAD DND, NOVA SCOTIA ,"44°36'46.002"" N","63°25'23.007"" W",30.00 m,8204190,71324,AOS                 ,CAOS                 ,
8402980,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2017-09-19%7C2026-03-25&dlyRange=2017-09-21%7C2026-03-25&mlyRange=%7C&climate_id=8402980&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=720&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,PORT AUX BASQUES, NEWFOUNDLAND AND LABRADOR ,"47°34'26.000"" N","59°09'17.000"" W",39.70 m,8402980,73026,APB                 ,CAPB                 ,
8204402,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2004-11-01%7C2026-03-25&dlyRange=2004-11-01%7C2026-03-25&mlyRange=2004-11-01%7C2007-07-01&climate_id=8204402&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=677&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,PARRSBORO, NOVA SCOTIA ,"45°24'48.012"" N","64°20'46.074"" W",30.90 m,8204402,71493,APR                 ,CAPR                 ,
8205702,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2006-01-23%7C2026-03-25&dlyRange=2006-01-01%7C2026-03-25&mlyRange=2006-01-01%7C2007-07-01&climate_id=8205702&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=912&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,SYDNEY CS, NOVA SCOTIA ,"46°09'48.000"" N","60°02'30.000"" W",62.50 m,8205702,71758,AQY                 ,CAQY                 ,
8104295,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2010-06-30%7C2026-03-25&dlyRange=2010-06-30%7C2026-03-25&mlyRange=%7C&climate_id=8104295&Prov=NB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=774&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,RED PINES, NEW BRUNSWICK ,"47°26'22.000"" N","65°35'52.000"" W",124.00 m,8104295,71634,ARP                 ,CARP                 ,
8204708,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2017-10-29%7C2026-03-25&dlyRange=2017-10-29%7C2026-03-25&mlyRange=%7C&climate_id=8204708&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=806&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,SABLE ISLAND, NOVA SCOTIA ,"43°55'53.000"" N","60°00'30.000"" W",1.20 m,8204708,73025,ASB                 ,CASB                 ,
8105210,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2015-09-18%7C2026-03-25&dlyRange=2015-10-08%7C2026-03-25&mlyRange=%7C&climate_id=8105210&Prov=NB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=905&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,SUSSEX FOUR CORNERS, NEW BRUNSWICK ,"45°44'30.048"" N","65°31'44.039"" W",47.00 m,8105210,71656,ASF                 ,CASF                 ,
8203163,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2017-07-19%7C2026-03-25&dlyRange=2017-07-21%7C2026-03-25&mlyRange=%7C&climate_id=8203163&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=532&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,LOUISBOURG, NOVA SCOTIA ,"45°54'03.170"" N","59°59'44.260"" W",15.00 m,8203163,71596,AUU                 ,CAUU                 ,
8400601,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2006-01-23%7C2026-03-25&dlyRange=2006-07-09%7C2026-03-25&mlyRange=2006-08-01%7C2007-07-01&climate_id=8400601&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=80&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,BONAVISTA, NEWFOUNDLAND AND LABRADOR ,"48°40'02.000"" N","53°06'51.000"" W",25.60 m,8400601,71178,AVA                 ,CAVA                 ,
8404343,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2006-01-23%7C2026-03-25&dlyRange=2006-08-30%7C2026-03-25&mlyRange=2006-09-01%7C2007-07-01&climate_id=8404343&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=1041&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,WRECKHOUSE, NEWFOUNDLAND AND LABRADOR ,"47°42'42.000"" N","59°18'30.000"" W",31.70 m,8404343,71180,AWR                 ,CAWR                 ,
1060815,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2011-08-22%7C2026-03-25&dlyRange=2011-08-25%7C2026-03-25&mlyRange=%7C&climate_id=1060815&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=64&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,BELLA BELLA, BRITISH COLUMBIA ,"52°11'06.000"" N","128°09'24.000"" W",43.00 m,1060815,71582,BBC                 ,CBBC                 ,
2100881,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2020-08-10%7C2026-03-25&dlyRange=2020-08-10%7C2026-03-25&mlyRange=%7C&climate_id=2100881&Prov=YT&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=686&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,PELLY RANCH FORT SELKIRK, YUKON ,"62°49'00.000"" N","137°22'00.000"" W",454.20 m,2100881,73013,CPY                 ,CCPY                 ,
8206491,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2012-07-24%7C2026-03-25&dlyRange=2012-07-24%7C2026-03-25&mlyRange=%7C&climate_id=8206491&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=1046&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,YARMOUTH RCS, NOVA SCOTIA ,"43°49'51.010"" N","66°05'17.010"" W",36.00 m,8206491,71884,EQI                 ,CEQI                 ,
8101303,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2004-12-10%7C2026-03-25&dlyRange=2004-12-01%7C2026-03-25&mlyRange=2004-12-01%7C2007-07-01&climate_id=8101303&Prov=NB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=247&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,EDMUNDSTON, NEW BRUNSWICK ,"47°25'00.000"" N","68°19'28.040"" W",154.20 m,8101303,71590,ERM                 ,CERM                 ,
8205130,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2018-04-04%7C2026-03-25&dlyRange=2018-05-15%7C2026-03-25&mlyRange=%7C&climate_id=8205130&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=851&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,SHELBURNE SANDY POINT, NOVA SCOTIA ,"43°45'10.830"" N","65°18'28.500"" W",32.00 m,8205130,73015,ESB                 ,CESB                 ,
8105603,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2014-11-04%7C2026-03-25&dlyRange=2014-11-24%7C2026-03-25&mlyRange=%7C&climate_id=8105603&Prov=NB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=1040&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,WOODSTOCK NEWBRIDGE, NEW BRUNSWICK ,"46°09'08.000"" N","67°32'34.000"" W",154.00 m,8105603,71606,EWD                 ,CEWD                 ,
7093GJ5,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2005-10-10%7C2026-03-25&dlyRange=2005-01-01%7C2026-03-25&mlyRange=%7C&climate_id=7093GJ5&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=488&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,LA GRANDE IV, QUEBEC ,"53°45'26.000"" N","73°40'43.000"" W",302.80 m,7093GJ5,71823,GAH                 ,CGAH                 ,
